,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
113,"Then, Katie and Lindsay had a long argument, and afterwards Katie said to","Then, Katie and Lindsay had a long argument, and afterwards Lindsey said to","Then, Katie and Lindsay had a long argument, and afterwards Lindsay said to",33127,24721
322,"Then, Patrick and Charles were working at the hospital. Charles decided to give a bone to","Then, Patrick and Charles were working at the hospital. Megan decided to give a bone to","Then, Patrick and Charles were working at the hospital. Patrick decided to give a bone to",9925,7516
764,"Then, Angela and Tiffany had a long argument, and afterwards Angela said to","Then, Angela and Tiffany had a long argument, and afterwards Thomas said to","Then, Angela and Tiffany had a long argument, and afterwards Tiffany said to",40928,17799
62,"Then, Andrea and Michelle were thinking about going to the office. Michelle wanted to give a drink to","Then, Andrea and Michelle were thinking about going to the office. Richard wanted to give a drink to","Then, Andrea and Michelle were thinking about going to the office. Andrea wanted to give a drink to",23174,16738
87,"Then, Joseph and Sarah were thinking about going to the store. Joseph wanted to give a snack to","Then, Joseph and Sarah were thinking about going to the store. Aaron wanted to give a snack to","Then, Joseph and Sarah were thinking about going to the store. Sarah wanted to give a snack to",10490,7212
274,"Then, Erin and Matthew went to the school. Matthew gave a basketball to","Then, Erin and Matthew went to the school. Erica gave a basketball to","Then, Erin and Matthew went to the school. Erin gave a basketball to",28894,9308
342,"Then, Lisa and Kenneth were working at the store. Lisa decided to give a drink to","Then, Lisa and Kenneth were working at the store. Bryan decided to give a drink to","Then, Lisa and Kenneth were working at the store. Kenneth decided to give a drink to",23632,15378
872,"After Scott and Lauren went to the store, Scott gave a drink to","After Scott and Lauren went to the store, Kenneth gave a drink to","After Scott and Lauren went to the store, Lauren gave a drink to",25672,4746
874,"Then, Thomas and Michelle had a long argument, and afterwards Thomas said to","Then, Thomas and Michelle had a long argument, and afterwards Cody said to","Then, Thomas and Michelle had a long argument, and afterwards Michelle said to",16738,5658
346,"Then, Kristen and Stephen had a long argument, and afterwards Stephen said to","Then, Kristen and Stephen had a long argument, and afterwards Angela said to","Then, Kristen and Stephen had a long argument, and afterwards Kristen said to",44467,7970
921,"Then, Laura and Jennifer were working at the garden. Laura decided to give a ring to","Then, Laura and Jennifer were working at the garden. Jonathan decided to give a ring to","Then, Laura and Jennifer were working at the garden. Jennifer decided to give a ring to",16348,16753
463,"After Ryan and Kenneth went to the hospital, Ryan gave a kiss to","After Ryan and Kenneth went to the hospital, Eric gave a kiss to","After Ryan and Kenneth went to the hospital, Kenneth gave a kiss to",23632,6047
851,"After Allison and Sara went to the school, Allison gave a necklace to","After Allison and Sara went to the school, Stephen gave a necklace to","After Allison and Sara went to the school, Sara gave a necklace to",24799,33461
737,"Then, Lindsay and Alexander had a lot of fun at the school. Alexander gave a basketball to","Then, Lindsay and Alexander had a lot of fun at the school. Courtney gave a basketball to","Then, Lindsay and Alexander had a lot of fun at the school. Lindsay gave a basketball to",33127,10009
743,"When Jamie and Rebecca got a computer at the office, Jamie decided to give it to","When Jamie and Rebecca got a computer at the office, Laura decided to give it to","When Jamie and Rebecca got a computer at the office, Rebecca decided to give it to",23489,17826
636,"After Matthew and Mary went to the store, Matthew gave a snack to","After Matthew and Mary went to the store, Mark gave a snack to","After Matthew and Mary went to the store, Mary gave a snack to",5335,9308
936,"After Aaron and William went to the store, Aaron gave a snack to","After Aaron and William went to the store, Gregory gave a snack to","After Aaron and William went to the store, William gave a snack to",3977,12139
654,"Then, Ryan and Samuel went to the store. Ryan gave a bone to","Then, Ryan and Samuel went to the store. Laura gave a bone to","Then, Ryan and Samuel went to the store. Samuel gave a bone to",17100,6047
502,"When Courtney and Nicole got a ring at the garden, Courtney decided to give it to","When Courtney and Nicole got a ring at the garden, Jacob decided to give it to","When Courtney and Nicole got a ring at the garden, Nicole decided to give it to",25176,36677
727,"Then, Ryan and Jessica were thinking about going to the office. Jessica wanted to give a snack to","Then, Ryan and Jessica were thinking about going to the office. Michelle wanted to give a snack to","Then, Ryan and Jessica were thinking about going to the office. Ryan wanted to give a snack to",6047,17352
53,"Then, Christina and Tiffany had a lot of fun at the office. Tiffany gave a ring to","Then, Christina and Tiffany had a lot of fun at the office. Elizabeth gave a ring to","Then, Christina and Tiffany had a lot of fun at the office. Christina gave a ring to",33673,40928
425,"Then, Melissa and Patrick were working at the hospital. Patrick decided to give a snack to","Then, Melissa and Patrick were working at the hospital. Laura decided to give a snack to","Then, Melissa and Patrick were working at the hospital. Melissa decided to give a snack to",24164,9925
988,"Then, Ryan and Christine were working at the station. Christine decided to give a kiss to","Then, Ryan and Christine were working at the station. Christopher decided to give a kiss to","Then, Ryan and Christine were working at the station. Ryan decided to give a kiss to",6047,26088
724,"Then, Joshua and Daniel had a lot of fun at the school. Joshua gave a necklace to","Then, Joshua and Daniel had a lot of fun at the school. Charles gave a necklace to","Then, Joshua and Daniel had a lot of fun at the school. Daniel gave a necklace to",7806,20700
45,"Then, Sean and Amanda had a lot of fun at the office. Sean gave a basketball to","Then, Sean and Amanda had a lot of fun at the office. James gave a basketball to","Then, Sean and Amanda had a lot of fun at the office. Amanda gave a basketball to",23040,11465
304,"When Kimberly and Charles got a basketball at the school, Kimberly decided to give it to","When Kimberly and Charles got a basketball at the school, Laura decided to give it to","When Kimberly and Charles got a basketball at the school, Charles decided to give it to",7516,48685
272,"Then, Kimberly and Danielle were thinking about going to the office. Kimberly wanted to give a computer to","Then, Kimberly and Danielle were thinking about going to the office. Samuel wanted to give a computer to","Then, Kimberly and Danielle were thinking about going to the office. Danielle wanted to give a computer to",39808,48685
284,"Then, Megan and Tiffany were working at the hospital. Tiffany decided to give a drink to","Then, Megan and Tiffany were working at the hospital. Angela decided to give a drink to","Then, Megan and Tiffany were working at the hospital. Megan decided to give a drink to",27616,40928
13,"When Aaron and Justin got a ring at the store, Justin decided to give it to","When Aaron and Justin got a ring at the store, Samantha decided to give it to","When Aaron and Justin got a ring at the store, Aaron decided to give it to",12139,10799
385,"Then, Shannon and Tyler had a long argument, and afterwards Tyler said to","Then, Shannon and Tyler had a long argument, and afterwards Jonathan said to","Then, Shannon and Tyler had a long argument, and afterwards Shannon said to",28108,14886
191,"Then, Tyler and Laura were thinking about going to the station. Tyler wanted to give a kiss to","Then, Tyler and Laura were thinking about going to the station. Sean wanted to give a kiss to","Then, Tyler and Laura were thinking about going to the station. Laura wanted to give a kiss to",16753,14886
