clean,corrupted,label,incorrect_label
"[1573, 5829, 9344, 1649, 4573, 6038, 2445, 6344, 8723, 6220, 4433, 4873, 6923, 7457, 2021, 5430, 4114, 6519, 5720, 5948, 1573, 5829, 9344, 1649, 4573, 6038, 2445, 6344, 8723, 6220, 4433, 4873, 6923, 7457, 2021, 5430, 4114, 6519, 5720]","[4873, 6344, 5720, 9344, 4573, 1573, 4114, 4433, 5829, 5430, 2021, 1649, 6923, 7457, 8723, 6519, 7457, 6220, 2445, 6038, 1573, 5829, 9344, 1649, 4573, 6038, 2445, 6344, 8723, 6220, 4433, 4873, 6923, 7457, 2021, 5430, 4114, 6519, 5948]",5948,"[9344, 4873, 6923, 2445, 4114, 8723, 6038, 7457, 1573, 5430, 5829, 6344, 6220, 4433, 5720, 4573, 2021, 1649, 6519]"
"[5682, 5635, 1286, 5988, 6938, 3715, 1364, 4169, 3606, 7680, 2510, 3239, 6998, 5202, 3540, 4216, 5986, 2871, 6148, 1017, 5682, 5635, 1286, 5988, 6938, 3715, 1364, 4169, 3606, 7680, 2510, 3239, 6998, 5202, 3540, 4216, 5986, 2871, 6148]","[3606, 4169, 3715, 4216, 6938, 5986, 5202, 3239, 5635, 6148, 3540, 5986, 1286, 2871, 5682, 7680, 2510, 6998, 5988, 1364, 5682, 5635, 1286, 5988, 6938, 3715, 1364, 4169, 3606, 7680, 2510, 3239, 6998, 5202, 3540, 4216, 5986, 2871, 1017]",1017,"[7680, 5635, 3715, 6148, 1286, 3606, 6938, 3239, 5682, 2871, 4169, 2510, 5202, 1364, 3540, 6998, 5986, 5988, 4216]"
"[5931, 4256, 8312, 8724, 9678, 5743, 4559, 3410, 4544, 8082, 1165, 8683, 3699, 4514, 7549, 6591, 1338, 8658, 5412, 6243, 5931, 4256, 8312, 8724, 9678, 5743, 4559, 3410, 4544, 8082, 1165, 8683, 3699, 4514, 7549, 6591, 1338, 8658, 5412]","[1338, 9678, 4559, 8683, 5931, 5412, 8658, 3410, 8724, 4544, 7549, 3699, 8312, 1165, 6591, 8724, 4514, 4256, 5743, 8082, 5931, 4256, 8312, 8724, 9678, 5743, 4559, 3410, 4544, 8082, 1165, 8683, 3699, 4514, 7549, 6591, 1338, 8658, 6243]",6243,"[1165, 8082, 8724, 4256, 4514, 5412, 5931, 1338, 6591, 4544, 9678, 4559, 3410, 8658, 8683, 5743, 3699, 8312, 7549]"
"[9046, 8246, 1832, 3127, 9066, 2756, 7411, 6014, 3391, 7895, 4165, 6896, 9448, 4001, 6896, 6607, 5477, 1559, 9418, 9740, 9046, 8246, 1832, 3127, 9066, 2756, 7411, 6014, 3391, 7895, 4165, 6896, 9448, 4001, 6896, 6607, 5477, 1559, 9418]","[8246, 1559, 5477, 3391, 3127, 1832, 4001, 6896, 9066, 6896, 7895, 2756, 6607, 7411, 9418, 9046, 6014, 4165, 5477, 9448, 9046, 8246, 1832, 3127, 9066, 2756, 7411, 6014, 3391, 7895, 4165, 6896, 9448, 4001, 6896, 6607, 5477, 1559, 9740]",9740,"[4001, 2756, 4165, 5477, 1559, 1832, 9448, 9066, 7895, 9418, 6607, 6896, 7411, 3127, 8246, 9046, 6014, 3391]"
"[6762, 3181, 8928, 8430, 7066, 2611, 7976, 3132, 3526, 8229, 8731, 5131, 7166, 8850, 2290, 9640, 7777, 4913, 2011, 7584, 6762, 3181, 8928, 8430, 7066, 2611, 7976, 3132, 3526, 8229, 8731, 5131, 7166, 8850, 2290, 9640, 7777, 4913, 2011]","[3132, 7777, 7976, 5131, 7066, 2011, 6762, 6762, 8928, 8229, 3526, 8850, 2611, 9640, 8430, 2290, 3181, 4913, 7166, 8731, 6762, 3181, 8928, 8430, 7066, 2611, 7976, 3132, 3526, 8229, 8731, 5131, 7166, 8850, 2290, 9640, 7777, 4913, 7584]",7584,"[5131, 8850, 7066, 8731, 8229, 7976, 9640, 4913, 2611, 3132, 3526, 2011, 8928, 7777, 6762, 3181, 8430, 2290, 7166]"
"[5079, 9269, 4934, 8132, 2189, 6636, 2781, 6075, 2323, 4574, 6146, 6730, 3350, 3871, 4121, 5114, 9256, 3557, 1283, 9767, 5079, 9269, 4934, 8132, 2189, 6636, 2781, 6075, 2323, 4574, 6146, 6730, 3350, 3871, 4121, 5114, 9256, 3557, 1283]","[2323, 6075, 2189, 6146, 9256, 8132, 4121, 4934, 5079, 9269, 6636, 1283, 2781, 9256, 3557, 3350, 6730, 4574, 3871, 5114, 5079, 9269, 4934, 8132, 2189, 6636, 2781, 6075, 2323, 4574, 6146, 6730, 3350, 3871, 4121, 5114, 9256, 3557, 9767]",9767,"[6146, 1283, 2189, 2323, 3350, 4121, 3871, 9256, 9269, 6075, 8132, 4934, 6730, 5079, 2781, 4574, 3557, 6636, 5114]"
"[6749, 6040, 4240, 6910, 9539, 2829, 2543, 1341, 8974, 5856, 9260, 7259, 3994, 1235, 5609, 3990, 2680, 2350, 6566, 8496, 6749, 6040, 4240, 6910, 9539, 2829, 2543, 1341, 8974, 5856, 9260, 7259, 3994, 1235, 5609, 3990, 2680, 2350, 6566]","[2543, 6749, 9260, 7259, 4240, 5609, 2680, 1235, 3994, 6040, 3990, 2350, 8974, 7259, 1341, 6910, 6566, 5856, 2829, 9539, 6749, 6040, 4240, 6910, 9539, 2829, 2543, 1341, 8974, 5856, 9260, 7259, 3994, 1235, 5609, 3990, 2680, 2350, 8496]",8496,"[2829, 8974, 4240, 3990, 6040, 3994, 6566, 9260, 2350, 1341, 9539, 1235, 7259, 6749, 5856, 5609, 2543, 2680, 6910]"
"[6248, 8420, 5054, 6953, 1452, 4226, 5664, 8998, 1351, 4144, 4518, 7277, 2298, 3491, 2270, 1225, 2752, 8388, 9341, 2479, 6248, 8420, 5054, 6953, 1452, 4226, 5664, 8998, 1351, 4144, 4518, 7277, 2298, 3491, 2270, 1225, 2752, 8388, 9341]","[7277, 4518, 5054, 8420, 4144, 5664, 4226, 3491, 2270, 1452, 6953, 1225, 6248, 2752, 4226, 9341, 8388, 8998, 1351, 2298, 6248, 8420, 5054, 6953, 1452, 4226, 5664, 8998, 1351, 4144, 4518, 7277, 2298, 3491, 2270, 1225, 2752, 8388, 2479]",2479,"[4226, 5664, 3491, 8998, 4518, 6953, 1452, 4144, 5054, 2752, 8388, 1351, 1225, 2270, 8420, 6248, 7277, 2298, 9341]"
"[4943, 8727, 6036, 2040, 7062, 6680, 5364, 2408, 7030, 3243, 5118, 2079, 8380, 6748, 2674, 4901, 1638, 3720, 1586, 2201, 4943, 8727, 6036, 2040, 7062, 6680, 5364, 2408, 7030, 3243, 5118, 2079, 8380, 6748, 2674, 4901, 1638, 3720, 1586]","[6748, 6680, 8380, 6036, 7030, 8380, 1586, 2040, 5118, 1638, 3720, 7062, 5364, 8727, 2408, 4943, 2079, 4901, 2674, 3243, 4943, 8727, 6036, 2040, 7062, 6680, 5364, 2408, 7030, 3243, 5118, 2079, 8380, 6748, 2674, 4901, 1638, 3720, 2201]",2201,"[3720, 6036, 7062, 8727, 6680, 2079, 4901, 3243, 1586, 8380, 4943, 6748, 1638, 2408, 2674, 5364, 7030, 2040, 5118]"
"[2047, 6781, 6665, 2050, 9110, 7447, 4836, 5259, 2116, 1322, 3675, 8556, 8358, 3963, 2093, 3346, 3560, 1507, 4283, 5728, 2047, 6781, 6665, 2050, 9110, 7447, 4836, 5259, 2116, 1322, 3675, 8556, 8358, 3963, 2093, 3346, 3560, 1507, 4283]","[4836, 1322, 3675, 2116, 9110, 6665, 5259, 7447, 3560, 8358, 1507, 4283, 2047, 2050, 6781, 3346, 3560, 3963, 8556, 2093, 2047, 6781, 6665, 2050, 9110, 7447, 4836, 5259, 2116, 1322, 3675, 8556, 8358, 3963, 2093, 3346, 3560, 1507, 5728]",5728,"[2050, 6665, 5259, 3346, 9110, 7447, 8358, 1322, 2093, 4283, 2116, 3675, 1507, 4836, 3560, 8556, 3963, 6781, 2047]"
"[4344, 3720, 6174, 7192, 1957, 6126, 3958, 1710, 2815, 3785, 7060, 5908, 3381, 1520, 3727, 5022, 6948, 5132, 3364, 1079, 4344, 3720, 6174, 7192, 1957, 6126, 3958, 1710, 2815, 3785, 7060, 5908, 3381, 1520, 3727, 5022, 6948, 5132, 3364]","[5022, 7060, 1710, 3785, 3720, 1520, 6126, 3720, 3958, 5132, 3364, 4344, 5908, 7192, 6948, 6174, 1957, 3381, 2815, 3727, 4344, 3720, 6174, 7192, 1957, 6126, 3958, 1710, 2815, 3785, 7060, 5908, 3381, 1520, 3727, 5022, 6948, 5132, 1079]",1079,"[3720, 5132, 3727, 7060, 5908, 7192, 5022, 6174, 6948, 1957, 3364, 1710, 3381, 3785, 6126, 1520, 3958, 4344, 2815]"
"[4076, 9076, 3356, 5221, 8916, 3889, 4970, 2617, 2944, 8393, 7588, 7317, 9199, 2881, 6868, 3271, 1922, 6764, 4606, 6588, 4076, 9076, 3356, 5221, 8916, 3889, 4970, 2617, 2944, 8393, 7588, 7317, 9199, 2881, 6868, 3271, 1922, 6764, 4606]","[9199, 3356, 1922, 6868, 6764, 3889, 2881, 3271, 4606, 4076, 5221, 9076, 8916, 7317, 3356, 4970, 2944, 8393, 2617, 7588, 4076, 9076, 3356, 5221, 8916, 3889, 4970, 2617, 2944, 8393, 7588, 7317, 9199, 2881, 6868, 3271, 1922, 6764, 6588]",6588,"[2944, 1922, 7317, 3356, 7588, 3889, 2617, 2881, 3271, 8393, 8916, 6868, 5221, 4970, 4076, 6764, 9199, 9076, 4606]"
"[9242, 4716, 3875, 6025, 7171, 4008, 3321, 5862, 5903, 1220, 4410, 3318, 2754, 4028, 6613, 1901, 7072, 8632, 4895, 3367, 9242, 4716, 3875, 6025, 7171, 4008, 3321, 5862, 5903, 1220, 4410, 3318, 2754, 4028, 6613, 1901, 7072, 8632, 4895]","[7072, 4716, 4895, 3318, 5862, 4028, 1220, 9242, 5903, 3321, 6025, 4008, 7171, 3875, 8632, 1901, 4895, 4410, 6613, 2754, 9242, 4716, 3875, 6025, 7171, 4008, 3321, 5862, 5903, 1220, 4410, 3318, 2754, 4028, 6613, 1901, 7072, 8632, 3367]",3367,"[7171, 6025, 5903, 9242, 4895, 7072, 3875, 4008, 8632, 4410, 4028, 2754, 1220, 6613, 5862, 4716, 1901, 3318, 3321]"
"[9577, 1127, 8274, 3209, 1414, 7599, 3160, 9956, 1826, 1466, 3676, 5613, 4985, 1448, 3907, 8483, 8432, 2343, 8495, 8299, 9577, 1127, 8274, 3209, 1414, 7599, 3160, 9956, 1826, 1466, 3676, 5613, 4985, 1448, 3907, 8483, 8432, 2343, 8495]","[8483, 8274, 4985, 5613, 1127, 1127, 3160, 3209, 8495, 9956, 8432, 3907, 7599, 3676, 9577, 1466, 1414, 2343, 1448, 1826, 9577, 1127, 8274, 3209, 1414, 7599, 3160, 9956, 1826, 1466, 3676, 5613, 4985, 1448, 3907, 8483, 8432, 2343, 8299]",8299,"[1414, 3209, 1826, 8483, 2343, 1448, 7599, 8495, 1466, 3907, 8274, 3160, 3676, 9956, 1127, 9577, 5613, 8432, 4985]"
"[1148, 7701, 3170, 4993, 2153, 7409, 4318, 8991, 2909, 7381, 9042, 9315, 4836, 1056, 7243, 5894, 5412, 8541, 8561, 4292, 1148, 7701, 3170, 4993, 2153, 7409, 4318, 8991, 2909, 7381, 9042, 9315, 4836, 1056, 7243, 5894, 5412, 8541, 8561]","[9042, 2909, 4318, 1148, 1056, 5894, 4993, 5412, 8991, 4836, 5412, 9315, 7243, 2153, 7701, 7409, 8541, 8561, 3170, 7381, 1148, 7701, 3170, 4993, 2153, 7409, 4318, 8991, 2909, 7381, 9042, 9315, 4836, 1056, 7243, 5894, 5412, 8541, 4292]",4292,"[4993, 5894, 7701, 8991, 1056, 5412, 7243, 9042, 7381, 8541, 2909, 4318, 3170, 9315, 4836, 2153, 7409, 8561, 1148]"
"[7054, 8884, 2697, 3975, 4559, 6803, 4922, 4368, 1105, 3316, 6666, 5660, 3913, 8742, 3876, 2587, 6789, 8523, 1929, 3451, 7054, 8884, 2697, 3975, 4559, 6803, 4922, 4368, 1105, 3316, 6666, 5660, 3913, 8742, 3876, 2587, 6789, 8523, 1929]","[7054, 6803, 3975, 1105, 3316, 6666, 4368, 8742, 4559, 3975, 3913, 2587, 4922, 8523, 5660, 3876, 1929, 2697, 8884, 6789, 7054, 8884, 2697, 3975, 4559, 6803, 4922, 4368, 1105, 3316, 6666, 5660, 3913, 8742, 3876, 2587, 6789, 8523, 3451]",3451,"[6789, 3975, 2697, 6666, 1929, 7054, 4368, 6803, 2587, 5660, 3876, 8742, 8884, 4922, 3913, 8523, 4559, 1105, 3316]"
"[7430, 5672, 9246, 8670, 8432, 3310, 2217, 2646, 5016, 8844, 8294, 6146, 3599, 5534, 4321, 9700, 5627, 7086, 4578, 5234, 7430, 5672, 9246, 8670, 8432, 3310, 2217, 2646, 5016, 8844, 8294, 6146, 3599, 5534, 4321, 9700, 5627, 7086, 4578]","[2217, 8432, 2646, 5016, 3310, 5534, 6146, 3599, 7430, 9246, 8670, 9700, 7086, 8294, 5627, 5627, 5672, 4321, 4578, 8844, 7430, 5672, 9246, 8670, 8432, 3310, 2217, 2646, 5016, 8844, 8294, 6146, 3599, 5534, 4321, 9700, 5627, 7086, 5234]",5234,"[6146, 7430, 8844, 3599, 5016, 5534, 9246, 5672, 2217, 7086, 2646, 8670, 4321, 4578, 9700, 8294, 3310, 8432, 5627]"
"[9034, 9757, 5370, 1383, 6671, 6268, 4667, 5288, 1112, 4902, 3870, 9397, 4110, 5293, 4619, 8204, 9505, 8057, 1813, 9493, 9034, 9757, 5370, 1383, 6671, 6268, 4667, 5288, 1112, 4902, 3870, 9397, 4110, 5293, 4619, 8204, 9505, 8057, 1813]","[1383, 4110, 4619, 8057, 4667, 5370, 3870, 6671, 1813, 1112, 5293, 9757, 8204, 9034, 9505, 4902, 6268, 9397, 1383, 5288, 9034, 9757, 5370, 1383, 6671, 6268, 4667, 5288, 1112, 4902, 3870, 9397, 4110, 5293, 4619, 8204, 9505, 8057, 9493]",9493,"[4619, 8204, 4110, 6671, 1813, 9757, 3870, 9505, 4902, 5288, 5293, 9397, 4667, 9034, 1112, 1383, 8057, 5370, 6268]"
"[5575, 5382, 4647, 3332, 4867, 9175, 8813, 9575, 5790, 8932, 4531, 6475, 5115, 3418, 8484, 4955, 6948, 3277, 4633, 1750, 5575, 5382, 4647, 3332, 4867, 9175, 8813, 9575, 5790, 8932, 4531, 6475, 5115, 3418, 8484, 4955, 6948, 3277, 4633]","[8813, 8932, 3277, 6948, 4867, 4531, 5575, 4955, 3332, 8484, 9175, 3332, 5790, 5115, 6475, 5382, 9575, 4647, 4633, 3418, 5575, 5382, 4647, 3332, 4867, 9175, 8813, 9575, 5790, 8932, 4531, 6475, 5115, 3418, 8484, 4955, 6948, 3277, 1750]",1750,"[4867, 3332, 5382, 4633, 5790, 8484, 6948, 4647, 4531, 5575, 6475, 3277, 9175, 3418, 4955, 8932, 9575, 8813, 5115]"
"[5566, 8082, 5916, 4595, 8336, 6989, 4040, 9617, 2842, 2406, 9636, 1103, 6513, 9382, 1873, 7121, 2491, 2268, 5044, 3952, 5566, 8082, 5916, 4595, 8336, 6989, 4040, 9617, 2842, 2406, 9636, 1103, 6513, 9382, 1873, 7121, 2491, 2268, 5044]","[8082, 5044, 6513, 5916, 9382, 5044, 9636, 4040, 1873, 4595, 5566, 2406, 2842, 2491, 1103, 6989, 7121, 9617, 8336, 2268, 5566, 8082, 5916, 4595, 8336, 6989, 4040, 9617, 2842, 2406, 9636, 1103, 6513, 9382, 1873, 7121, 2491, 2268, 3952]",3952,"[8336, 9617, 8082, 2842, 5916, 9636, 9382, 5044, 2491, 5566, 4040, 6989, 1103, 1873, 7121, 2268, 2406, 6513, 4595]"
"[4794, 5467, 4923, 1649, 9585, 6630, 3156, 9681, 7164, 1942, 2036, 8968, 8267, 7004, 9127, 5450, 4565, 6453, 8891, 9987, 4794, 5467, 4923, 1649, 9585, 6630, 3156, 9681, 7164, 1942, 2036, 8968, 8267, 7004, 9127, 5450, 4565, 6453, 8891]","[1649, 9585, 6630, 4794, 9127, 9681, 4565, 2036, 5467, 8891, 4923, 5450, 1942, 3156, 8968, 1649, 7004, 7164, 6453, 8267, 4794, 5467, 4923, 1649, 9585, 6630, 3156, 9681, 7164, 1942, 2036, 8968, 8267, 7004, 9127, 5450, 4565, 6453, 9987]",9987,"[8968, 1942, 9127, 6453, 4794, 4923, 8891, 5450, 8267, 9681, 3156, 4565, 5467, 7004, 6630, 9585, 1649, 2036, 7164]"
"[7038, 2682, 5926, 8741, 7755, 1253, 1791, 1816, 6148, 3708, 2737, 5207, 8291, 9001, 7589, 5959, 6669, 8964, 5963, 2114, 7038, 2682, 5926, 8741, 7755, 1253, 1791, 1816, 6148, 3708, 2737, 5207, 8291, 9001, 7589, 5959, 6669, 8964, 5963]","[5207, 8964, 7038, 7755, 5959, 1791, 2737, 6669, 3708, 8741, 9001, 3708, 7589, 5963, 1253, 2682, 8291, 5926, 1816, 6148, 7038, 2682, 5926, 8741, 7755, 1253, 1791, 1816, 6148, 3708, 2737, 5207, 8291, 9001, 7589, 5959, 6669, 8964, 2114]",2114,"[6148, 8964, 6669, 1816, 8741, 5926, 7589, 9001, 2737, 5959, 7755, 5963, 5207, 8291, 1253, 2682, 3708, 7038, 1791]"
"[1076, 5056, 3507, 5020, 1443, 1030, 4651, 2030, 2405, 9486, 9187, 7663, 2603, 1677, 9774, 9996, 5007, 7774, 1893, 6057, 1076, 5056, 3507, 5020, 1443, 1030, 4651, 2030, 2405, 9486, 9187, 7663, 2603, 1677, 9774, 9996, 5007, 7774, 1893]","[9996, 9486, 9774, 7663, 1677, 2405, 2030, 1443, 9774, 7774, 5020, 5056, 1076, 9187, 5007, 3507, 4651, 2603, 1893, 1030, 1076, 5056, 3507, 5020, 1443, 1030, 4651, 2030, 2405, 9486, 9187, 7663, 2603, 1677, 9774, 9996, 5007, 7774, 6057]",6057,"[1030, 9996, 1677, 9486, 5007, 5020, 1443, 4651, 2603, 9774, 3507, 1076, 5056, 7774, 9187, 2405, 1893, 2030, 7663]"
"[5864, 6049, 4882, 4729, 2381, 2054, 2521, 7445, 8500, 3619, 8901, 2851, 5035, 3253, 8183, 2223, 2192, 6154, 4438, 3456, 5864, 6049, 4882, 4729, 2381, 2054, 2521, 7445, 8500, 3619, 8901, 2851, 5035, 3253, 8183, 2223, 2192, 6154, 4438]","[2223, 6049, 2851, 3619, 3253, 4729, 4438, 2381, 2192, 2054, 6049, 8901, 5035, 8183, 2521, 4882, 7445, 6154, 5864, 8500, 5864, 6049, 4882, 4729, 2381, 2054, 2521, 7445, 8500, 3619, 8901, 2851, 5035, 3253, 8183, 2223, 2192, 6154, 3456]",3456,"[2054, 6154, 2192, 4882, 7445, 6049, 3619, 2851, 5035, 2223, 8500, 3253, 8901, 2381, 4438, 2521, 5864, 8183, 4729]"
"[7748, 9078, 1825, 1478, 1872, 3816, 4300, 5741, 8269, 9302, 7648, 9861, 4801, 5113, 3314, 3816, 1001, 2226, 4505, 4047, 7748, 9078, 1825, 1478, 1872, 3816, 4300, 5741, 8269, 9302, 7648, 9861, 4801, 5113, 3314, 3816, 1001, 2226, 4505]","[7648, 3816, 5741, 4801, 9302, 7748, 2226, 3816, 1872, 4300, 9861, 4505, 1825, 9078, 1478, 1001, 2226, 5113, 8269, 3314, 7748, 9078, 1825, 1478, 1872, 3816, 4300, 5741, 8269, 9302, 7648, 9861, 4801, 5113, 3314, 3816, 1001, 2226, 4047]",4047,"[7648, 1825, 4801, 7748, 9861, 1478, 3816, 1001, 4505, 4300, 5741, 8269, 1872, 3314, 2226, 9078, 9302, 5113]"
"[8705, 3371, 7688, 2593, 6645, 6422, 6542, 9873, 9763, 8573, 8631, 2803, 3573, 8948, 1338, 3298, 3609, 7115, 2685, 9627, 8705, 3371, 7688, 2593, 6645, 6422, 6542, 9873, 9763, 8573, 8631, 2803, 3573, 8948, 1338, 3298, 3609, 7115, 2685]","[3298, 2593, 3573, 7688, 8631, 9873, 7115, 6542, 8573, 2685, 3371, 3609, 8705, 9763, 1338, 6645, 2803, 6422, 8948, 2685, 8705, 3371, 7688, 2593, 6645, 6422, 6542, 9873, 9763, 8573, 8631, 2803, 3573, 8948, 1338, 3298, 3609, 7115, 9627]",9627,"[8705, 7688, 6542, 9873, 6422, 3609, 2593, 9763, 3371, 8631, 1338, 7115, 3298, 2803, 8948, 6645, 3573, 8573, 2685]"
"[5611, 6039, 6964, 8257, 4329, 9162, 4284, 7916, 6073, 7861, 4224, 3842, 6513, 3682, 8658, 9926, 1403, 4614, 1321, 4495, 5611, 6039, 6964, 8257, 4329, 9162, 4284, 7916, 6073, 7861, 4224, 3842, 6513, 3682, 8658, 9926, 1403, 4614, 1321]","[1403, 3682, 6039, 9162, 9926, 4614, 1321, 6513, 7861, 8658, 8257, 4329, 9926, 7916, 5611, 4284, 6964, 4224, 3842, 6073, 5611, 6039, 6964, 8257, 4329, 9162, 4284, 7916, 6073, 7861, 4224, 3842, 6513, 3682, 8658, 9926, 1403, 4614, 4495]",4495,"[4224, 3842, 4614, 6039, 1321, 6964, 7861, 6073, 4284, 8257, 9926, 9162, 8658, 3682, 4329, 5611, 7916, 6513, 1403]"
"[8560, 7246, 8070, 6474, 6139, 3991, 6146, 7046, 5769, 3817, 5090, 4752, 6560, 1296, 8089, 3526, 9673, 3355, 6041, 3211, 8560, 7246, 8070, 6474, 6139, 3991, 6146, 7046, 5769, 3817, 5090, 4752, 6560, 1296, 8089, 3526, 9673, 3355, 6041]","[3355, 9673, 6146, 3991, 5769, 6560, 8560, 6139, 8070, 3991, 3817, 6041, 6474, 7046, 8089, 4752, 7246, 5090, 3526, 1296, 8560, 7246, 8070, 6474, 6139, 3991, 6146, 7046, 5769, 3817, 5090, 4752, 6560, 1296, 8089, 3526, 9673, 3355, 3211]",3211,"[6146, 8070, 7046, 5769, 4752, 1296, 3991, 8089, 6041, 3355, 6560, 3526, 9673, 6474, 7246, 5090, 3817, 8560, 6139]"
"[9432, 1601, 8434, 8866, 7715, 7688, 6572, 3933, 6905, 9545, 7894, 6567, 8439, 8305, 8447, 6795, 2111, 6244, 7408, 1043, 9432, 1601, 8434, 8866, 7715, 7688, 6572, 3933, 6905, 9545, 7894, 6567, 8439, 8305, 8447, 6795, 2111, 6244, 7408]","[7408, 9432, 7408, 8439, 8434, 8305, 8447, 6572, 8866, 6244, 6795, 6567, 6905, 7715, 2111, 7688, 9545, 7894, 3933, 1601, 9432, 1601, 8434, 8866, 7715, 7688, 6572, 3933, 6905, 9545, 7894, 6567, 8439, 8305, 8447, 6795, 2111, 6244, 1043]",1043,"[7688, 6795, 8866, 7715, 6567, 6572, 2111, 1601, 9545, 7894, 9432, 3933, 6244, 7408, 8305, 8434, 8439, 6905, 8447]"
"[2938, 3263, 1083, 4904, 4812, 4921, 2951, 9005, 3769, 8533, 1854, 8115, 3046, 4441, 5580, 9439, 9463, 1248, 3591, 5320, 2938, 3263, 1083, 4904, 4812, 4921, 2951, 9005, 3769, 8533, 1854, 8115, 3046, 4441, 5580, 9439, 9463, 1248, 3591]","[3263, 4441, 9439, 2938, 4441, 8115, 1248, 4812, 5580, 1854, 3769, 4921, 9463, 1083, 8533, 2951, 9005, 3046, 4904, 3591, 2938, 3263, 1083, 4904, 4812, 4921, 2951, 9005, 3769, 8533, 1854, 8115, 3046, 4441, 5580, 9439, 9463, 1248, 5320]",5320,"[2951, 3591, 4904, 9005, 8115, 3769, 4921, 1083, 1854, 3263, 4812, 5580, 8533, 4441, 9439, 1248, 3046, 9463, 2938]"
"[3250, 2958, 6805, 7269, 7776, 1473, 7318, 1226, 7399, 4262, 3846, 7647, 4913, 8991, 7828, 4315, 3960, 9684, 6426, 3729, 3250, 2958, 6805, 7269, 7776, 1473, 7318, 1226, 7399, 4262, 3846, 7647, 4913, 8991, 7828, 4315, 3960, 9684, 6426]","[3250, 3960, 1226, 7318, 2958, 6805, 7776, 4262, 7647, 3846, 4913, 4262, 8991, 6426, 9684, 4315, 7399, 7828, 7269, 1473, 3250, 2958, 6805, 7269, 7776, 1473, 7318, 1226, 7399, 4262, 3846, 7647, 4913, 8991, 7828, 4315, 3960, 9684, 3729]",3729,"[3846, 2958, 7828, 6805, 7318, 6426, 8991, 4262, 4913, 3250, 1473, 1226, 9684, 4315, 7647, 7776, 7269, 7399, 3960]"
"[5133, 1748, 3179, 9268, 7874, 5873, 7616, 7656, 5074, 7255, 7102, 6196, 7935, 9840, 1892, 5412, 5129, 1907, 4405, 1296, 5133, 1748, 3179, 9268, 7874, 5873, 7616, 7656, 5074, 7255, 7102, 6196, 7935, 9840, 1892, 5412, 5129, 1907, 4405]","[7255, 7874, 7616, 5133, 1892, 7656, 3179, 1907, 5873, 1748, 5412, 5074, 7935, 7102, 9268, 6196, 5129, 4405, 5133, 9840, 5133, 1748, 3179, 9268, 7874, 5873, 7616, 7656, 5074, 7255, 7102, 6196, 7935, 9840, 1892, 5412, 5129, 1907, 1296]",1296,"[5129, 5133, 5412, 9268, 6196, 4405, 7102, 7616, 7874, 5074, 1748, 7255, 1892, 7656, 3179, 9840, 5873, 1907, 7935]"
"[5966, 9485, 5863, 3343, 5426, 3028, 2679, 7286, 1903, 6043, 4427, 4712, 9340, 9337, 2634, 4614, 6432, 5268, 6180, 3136, 5966, 9485, 5863, 3343, 5426, 3028, 2679, 7286, 1903, 6043, 4427, 4712, 9340, 9337, 2634, 4614, 6432, 5268, 6180]","[6432, 4614, 7286, 4712, 1903, 4427, 9485, 6043, 3343, 5863, 5268, 5966, 5426, 3028, 9337, 7286, 2679, 2634, 6180, 9340, 5966, 9485, 5863, 3343, 5426, 3028, 2679, 7286, 1903, 6043, 4427, 4712, 9340, 9337, 2634, 4614, 6432, 5268, 3136]",3136,"[4614, 9485, 3343, 5268, 6043, 6432, 6180, 5426, 2634, 4427, 5966, 3028, 5863, 4712, 1903, 7286, 2679, 9337, 9340]"
"[1968, 9461, 8060, 9180, 6369, 2079, 9243, 6197, 3270, 3209, 3146, 6416, 7854, 8438, 5263, 5820, 7521, 1529, 8157, 8105, 1968, 9461, 8060, 9180, 6369, 2079, 9243, 6197, 3270, 3209, 3146, 6416, 7854, 8438, 5263, 5820, 7521, 1529, 8157]","[9243, 8157, 5820, 3270, 9180, 7521, 1529, 6416, 6369, 8060, 3146, 6369, 1968, 6197, 8438, 3209, 7854, 5263, 9461, 2079, 1968, 9461, 8060, 9180, 6369, 2079, 9243, 6197, 3270, 3209, 3146, 6416, 7854, 8438, 5263, 5820, 7521, 1529, 8105]",8105,"[3209, 5263, 6416, 9243, 2079, 7854, 1968, 6197, 5820, 3270, 3146, 9180, 8157, 6369, 7521, 9461, 8438, 1529, 8060]"
"[7204, 4464, 5531, 2773, 4967, 2623, 5409, 3507, 8036, 1940, 5600, 3813, 3835, 2915, 9329, 8258, 4687, 1004, 7029, 1554, 7204, 4464, 5531, 2773, 4967, 2623, 5409, 3507, 8036, 1940, 5600, 3813, 3835, 2915, 9329, 8258, 4687, 1004, 7029]","[7029, 1940, 3813, 4967, 2773, 2623, 7204, 9329, 9329, 3835, 2915, 5409, 5600, 1004, 4464, 5531, 4687, 3507, 8036, 8258, 7204, 4464, 5531, 2773, 4967, 2623, 5409, 3507, 8036, 1940, 5600, 3813, 3835, 2915, 9329, 8258, 4687, 1004, 1554]",1554,"[1940, 5531, 5409, 7204, 3507, 2623, 8258, 4687, 2773, 5600, 2915, 8036, 3813, 4967, 1004, 4464, 9329, 7029, 3835]"
